,counts,words,translations
22275,163,photos,fotos
22276,162,coping,bewältigung
22277,162,bonfires,lagerfeuer
22278,162,presentable,vorzeigbar
22279,162,disquietude,beunruhigung
22280,162,ribald,rüpelhaft
22281,162,symbolized,symbolisiert
22282,162,moorings,liegeplätze
22283,162,shambles,scherbenhaufen
22284,162,captious,gefangene
22285,162,seamed,gesäumt
22286,162,interlocutor,gesprächspartner
22287,162,predominate,vorherrschend
22288,162,storehouses,lagerhäuser
22289,162,bulged,ausgebeult
22290,162,darning,gestopft
22291,162,clamoring,zeternd
22292,162,atrocity,gräueltat
22293,162,cassock,soutane
22294,162,immune,immun
22295,162,padlock,vorhängeschloss
22296,162,storey,stockwerk
22297,162,limes,limetten
22298,162,testily,prüfend
22299,162,whimsically,launisch
22300,162,shucks,.
22301,162,hereof,hiervon
22302,162,fagged,tuntig
22303,162,noised,lärmend
22304,162,barbecue,grill
22305,162,outbreaks,ausbrüche
22306,162,evaluation,bewertung
22307,162,hooted,gehupt
22308,162,preclude,ausschließen
22309,162,subvert,untergraben
22310,162,bureaucracy,bürokratie
22311,162,roughest,gröbste
22312,162,campania,kampanien
22313,162,condense,kondensieren
22314,162,harvesting,ernten
22315,162,combating,bekämpfung
22316,162,bunks,kojen
22317,162,foolhardy,waghalsig
22318,162,deprecated,veraltet
22319,162,baneful,verderblich
22320,162,affray,schlägerei
22321,162,makin,machen
22322,162,mormons,mormonen
22323,162,fishy,fischig
22324,162,nibble,knabbern
22325,162,effervescence,sprudeln
22326,162,adheres,klebt
22327,162,gibberish,kauderwelsch
22328,162,wehave,wir haben
22329,162,planking,beplankung
22330,162,landowners,grundbesitzer
22331,162,fixture,einrichtung
22332,162,cottonwood,pappelholz
22333,162,purposeless,zwecklos
22334,162,exerts,übt
22335,162,philippine,philippinisch
22336,162,embalmed,einbalsamiert
22337,162,variants,varianten
22338,162,sabres,säbel
22339,162,pharynx,rachen
22340,162,heraldic,heraldisch
22341,162,racks,regale
22342,162,promotes,fördert
22343,161,nosegay,nasenriemen
22344,161,announcements,ankündigungen
22345,161,dispersing,streuung
22346,161,inextricable,unentwirrbar
22347,161,closure,verschluss
22348,161,saucers,untertassen
22349,161,chang'd,wechselnd
22350,161,tokyo,tokio
22351,161,supersede,ablösen
22352,161,ionic,ionisch
22353,161,smothering,erstickend
22354,161,pusillanimous,kleinmütig
22355,161,paralytic,paralytisch
22356,161,objecting,einspruch erheben
22357,161,curlew,brachvogel
22358,161,repayment,rückzahlung
22359,161,obtainable,erhältlich
22360,161,abhorrent,verabscheuungswürdig
22361,161,butcher's,schlachtereien
22362,161,schooners,schoner
22363,161,overweening,überheblich
22364,161,acetate,acetat
22365,161,concentric,konzentrisch
22366,161,prostitutes,prostituierte
22367,161,strengthens,stärkt
22368,161,embellish,verschönern
22369,161,sated,gesättigt
22370,161,gruel,haferschleim
22371,161,granaries,kornkammern
22372,161,existences,existenzen
22373,161,uproarious,aufruhr
22374,161,herding,hüten
22375,161,burro,esel
22376,161,mongol,mongolisch
22377,161,campfire,lagerfeuer
22378,161,fashioning,gestaltung
22379,161,contributors,mitwirkende
22380,161,northwestern,nordwesten
22381,161,snapper,schnapper
22382,161,manuf,hersteller
22383,161,snowed,verschneit
22384,161,warblers,grasmücken
22385,161,accede,beitreten
22386,161,stretcher,bahre
22387,161,stylish,stilvoll
22388,161,hoarding,hortung
22389,161,predominates,überwiegt
22390,161,umbelliferous,doldenblütig
22391,161,algorithm,algorithmus
22392,161,canaanites,kanaaniter
22393,161,harlots,huren
22394,161,hallucinations,halluzinationen
22395,161,famille,familie
22396,161,determinations,feststellungen
22397,161,dalliance,tändelei
22398,161,alchemist,alchimist
22399,161,majesties,majestäten
22400,161,buffer,puffer
22401,161,barnacles,rankenfußkrebse
22402,161,palpably,spürbar
22403,161,helms,helme
22404,160,samaritan,samariter
22405,160,exhalations,ausatmungen
22406,160,intimations,andeutungen
22407,160,trellis,spalier
22408,160,unsaid,ungesagt
22409,160,meteoric,meteorisch
22410,160,washerwoman,wäscherin
22411,160,unalloyed,ungetrübt
22412,160,alligators,alligatoren
22413,160,procurement,beschaffung
22414,160,sunflower,sonnenblume
22415,160,dune,düne
22416,160,blackbirds,amseln
22417,160,slinking,schleicht
22418,160,crawls,krabbelt
22419,160,flatters,schmeichelt
22420,160,bloods,blutsauger
22421,160,weakling,schwächling
22422,160,avocations,nebenbeschäftigungen
22423,160,proconsul,prokonsul
22424,160,entrancing,betörend
22425,160,insecurity,unsicherheit
22426,160,bibliotheque,bibliothek
22427,160,foremast,fockmast
22428,160,tenderfoot,zartfuß
22429,160,actuality,aktualität
22430,160,jauntily,flott
22431,160,coom,.
22432,160,equinoctial,äquinoktial
22433,160,bantering,geplänkel
22434,160,guidelines,richtlinien
22435,160,disown,verleugnen
22436,160,uponthe,obenauf die
22437,160,impressionable,beeindruckenden
22438,160,tarrying,verweilen
22439,160,malvaceous,bösartiger
22440,160,themost,die meisten
22441,160,scald,verbrühen
22442,160,propulsion,antrieb
22443,160,«o,"""o"
22444,160,gunners,kanoniere
22445,160,interjected,eingeworfen
22446,160,pecksniff's,pecksniffs
22447,160,lacerated,zerrissen
22448,160,subterraneous,unterirdisch
22449,160,implemented,implementiert
22450,160,untutored,ungeschult
22451,160,reaper,schnitter
22452,160,bleat,blöken
22453,160,promis'd,versprochen
22454,160,hacks,hackt
22455,160,importune,importieren
22456,160,impudently,frech
22457,160,utenbergiterary,utenbergiterarisch
22458,160,caucasian,kaukasisch
22459,160,disaffection,entfremdung
22460,160,elizabeth's,elisabethinisch
22461,160,craftily,schlau
22462,160,authorised,autorisiert
22463,160,luminary,koryphäe
22464,160,racer,rennfahrer
22465,160,affronted,brüskiert
22466,160,tuneful,melodiös
22467,160,nebulae,nebel
22468,160,accelerate,beschleunigen
22469,160,animosities,feindseligkeiten
22470,160,sweater,pullover
22471,160,thereunto,dazu
22472,160,tenable,vertretbar
22473,159,mercurial,sprunghaft
22474,159,emoluments,bezüge
22475,159,brackish,brackig
22476,159,charioteer,wagenlenker
22477,159,storeroom,lagerraum
22478,159,raspberry,himbeere
22479,159,breviary,brevier
22480,159,wealthiest,reichste
22481,159,epicurean,epikureisch
22482,159,creators,schöpfer
22483,159,liturgy,liturgie
22484,159,pave,pflastern
22485,159,perpetuated,verewigt
22486,159,testifies,bezeugt
22487,159,fiddles,fiedelt
22488,159,herdsmen,hirten
22489,159,parentheses,klammern
22490,159,saplings,schösslinge
22491,159,crosswise,kreuzweise
22492,159,headlands,vorgewende
22493,159,whew,ächz
22494,159,daunt,einschüchternd
22495,159,detrimental,schädlich
22496,159,trilogy,trilogie
22497,159,shotgun,schrotflinte
22498,159,overruled,überstimmt
22499,159,quagmire,sumpf
22500,159,excrement,exkremente
22501,159,footlights,rampenlicht
22502,159,barrows,karren
22503,159,truffles,trüffel
22504,159,cypriot,zypern
22505,159,frets,bünde
22506,159,certify,bescheinigen
22507,159,pharmaceuticals,arzneimittel
22508,159,intriguing,intrigieren
22509,159,smug,selbstgefällig
22510,159,furnishings,einrichtungen
22511,159,spouts,ausgießer
22512,159,tarts,torten
22513,159,skein,strang
22514,159,intractable,widerspenstig
22515,159,engrave,gravieren
22516,159,ironing,bügeln
22517,159,superscription,überschrift
22518,159,pageants,umzüge
22519,159,beleaguered,belagerte
22520,159,booked,gebucht
22521,158,hillsides,hänge
22522,158,levying,erheben
22523,158,beryl,beryll
22524,158,impels,treibt
22525,158,sullenness,mürrisch
22526,158,roseberry,rosenbeere
22527,158,materialistic,materialistisch
22528,158,glisten,glitzern
22529,158,averaged,gemittelt
22530,158,ahem,ähm
22531,158,nuremberg,nürnberg
22532,158,calends,kalender
22533,158,preponderance,vorherrschaft
22534,158,crimean,krim
22535,158,africaine,afrikaine
22536,158,corroboration,bestätigung
22537,158,merchant's,kaufmannsladen
22538,158,jingled,schrill
22539,158,progressively,fortschreitend
22540,158,siliceous,kieselig
22541,158,unimpeachable,unanfechtbar
22542,158,hashish,haschisch
22543,158,celestine,celestin
22544,158,blazon,blasonierung
22545,158,mingles,mischt sich
22546,158,disheveled,zerzaust
22547,158,abysmal,abgrundtief
22548,158,hobble,humpeln
22549,158,malefactor,übeltäter
22550,158,condensing,kondensierend
22551,158,boneless,knochenlos
22552,158,cackling,gackernd
22553,158,placards,plakate
22554,158,intrusive,aufdringlich
22555,158,asbestos,asbest
22556,158,ongoing,laufend
22557,158,talkin,gespräch
22558,158,prating,schwatzend
22559,158,revoke,widerrufen
22560,158,generative,generativ
22561,158,relentlessly,unnachgiebig
22562,158,dislocated,disloziert
22563,158,parsimony,sparsamkeit
22564,158,trudging,schuften
22565,158,moralists,moralisten
22566,158,forewarned,vorgewarnt
22567,158,bicycles,fahrräder
22568,158,crucify,kreuzigen
22569,158,hesitates,zögert
22570,158,apprehensively,ängstlich
22571,158,usurers,wucherer
22572,158,photographed,fotografiert
22573,158,drown'd,ertrunken
22574,158,divisible,teilbar
22575,158,stoicism,stoizismus
22576,158,quantum,quanten
22577,158,eluding,ausweichend
22578,158,centaur,zentaur
22579,158,groin,leiste
22580,158,satiate,sättigen
22581,158,northerly,nördlich
22582,157,menus,menüs
22583,157,blackwater,schwarzwasser
22584,157,vacancies,freie stellen
22585,157,entreats,bittet
22586,157,autopsy,autopsie
22587,157,dandies,dandys
22588,157,windmills,windmühlen
22589,157,unquenchable,unauslöschlich
22590,157,marmalade,marmelade
22591,157,pharmacy,apotheke
22592,157,espionage,spionage
22593,157,cumbersome,umständlich
22594,157,neglects,vernachlässigt
22595,157,perilously,lebensgefährlich
22596,157,hether,ob
22597,157,chanterie,pfifferling
22598,157,vaccination,impfung
22599,157,surfaced,aufgetaucht
22600,157,entereth,betritt
22601,157,sidled,geschlängelt
22602,157,evolving,entwicklung
22603,157,incentives,anreize
22604,157,herded,herd
22605,157,casements,flügel
22606,157,steeper,steiler
22607,157,doomsday,weltuntergang
22608,157,exaggerations,übertreibungen
22609,157,combatant,kämpfer
22610,157,trumpeter,trompeter
22611,157,unsuccessfully,erfolglos
22612,157,enlightening,erleuchtend
22613,157,vampire,vampir
22614,157,sturgeon,störe
22615,157,broiling,grillen
22616,157,serv,servieren
22617,157,theorists,theoretiker
22618,157,commendations,anerkennungen
22619,157,evasively,ausweichend
22620,157,startlingly,verblüffend
22621,157,bohemians,bohemiens
22622,157,thatit,dass es
22623,157,oliver's,olivers
22624,157,pawned,verpfändet
22625,157,blacken,schwärzen
22626,157,marshals,marschalls
22627,157,acceded,beigetreten
22628,157,stateliness,stattlichkeit
22629,157,vertebrate,wirbeltiere
22630,157,carefulness,vorsichtigkeit
22631,157,untrodden,unbetreten
22632,157,waging,wagend
22633,157,throughthe,durch die
22634,157,housekeeper's,haushälterin
22635,157,tattoo,tätowierung
22636,157,accost,ansprechen
22637,157,tamely,zahm
22638,157,arnold's,arnolds
22639,157,immoderately,mäßig
22640,157,emperour,kaiserlich
22641,157,melodramatic,melodramatisch
22642,157,viscid,zähflüssig
22643,157,grandpa,großvater
22644,157,motherless,mutterlos
22645,156,purveyor,lieferant
22646,156,bumps,stößt
22647,156,magnates,magnaten
22648,156,ineffective,unwirksam
22649,156,comprehensible,nachvollziehbar
22650,156,florentines,florentiner
22651,156,loungers,liegestühle
22652,156,eyeball,augapfel
22653,156,veld,steppe
22654,156,mutineers,meuterer
22655,156,tankard,krug
22656,156,bitch,schlampe
22657,156,bated,abgepasst
22658,156,juste,nur
22659,156,sourly,säuerlich
22660,156,omnibuses,omnibusse
22661,156,hoax,schwindel
22662,156,dissenting,abweichend
22663,156,lovel,liebend gern
22664,156,forceps,pinzette
22665,156,serenade,ständchen
22666,156,seasoning,würzen
22667,156,chub,döbel
22668,156,armaments,rüstung
22669,156,articulated,artikuliert
22670,156,flinching,zucken
22671,156,scourges,geißelt
22672,156,asketh,fragt
22673,156,edified,erbaut
22674,156,humanly,menschlich
22675,156,pinioned,verklemmt
22676,156,starfish,seestern
22677,156,scoffing,spöttisch
22678,156,nonsensical,unsinnig
22679,156,fractured,zerbrochen
22680,156,mishaps,missgeschicke
22681,156,confessional,beichtstuhl
22682,156,phrased,phrasiert
22683,156,dragon's,drache
22684,156,quiescent,ruhige
22685,156,suavity,höflichkeit
22686,156,desolated,trostlos
22687,156,apocryphal,apokryph
22688,156,processor,prozessor
22689,156,baker's,bäckerin
22690,156,moping,trübsal blasend
22691,156,bartender,barkeeper
22692,156,stitched,genäht
22693,156,scandinavia,skandinavien
22694,156,shifty,verschlagen
22695,156,lopped,abgehackt
22696,156,cuirassiers,kuirassier
22697,156,expostulation,aufforderung
22698,156,forsaking,verzicht auf
22699,156,unassisted,ohne hilfe
22700,156,musick,musikalisch
22701,156,strutting,stolziert
22702,156,deteriorated,verschlechtert
22703,156,obligingly,pflichtbewusst
22704,156,inoculation,inokulation
22705,156,plateaus,hochebenen
22706,156,preservative,konservierungsmittel
22707,156,equiv,gleichwertig
22708,156,urethra,harnröhre
22709,156,hungered,gehungert
22710,156,evoke,evozieren
22711,156,legacies,vermächtnisse
22712,155,unaccompanied,unbegleitet
22713,155,suiting,passend zu
22714,155,unseeing,nicht sehend
22715,155,whalebone,walknochen
22716,155,fortifying,befestigen
22717,155,runes,runen
22718,155,parried,pariert
22719,155,insubordination,ungehorsam
22720,155,possessive,besitzergreifend
22721,155,inhumanity,unmenschlichkeit
22722,155,lilacs,flieder
22723,155,shamelessly,schamlos
22724,155,thai,thailändisch
22725,155,exaggerating,übertrieben
22726,155,rationalism,rationalismus
22727,155,childishness,kindereien
22728,155,tackled,angegangen
22729,155,disable,deaktivieren
22730,155,apertures,blenden
22731,155,scrawl,krakelen
22732,155,exportation,exportieren
22733,155,cults,sekten
22734,155,waylaid,überfallen
22735,155,drawling,zeichnen
22736,155,grecians,griechisch
22737,155,unspotted,ungefleckt
22738,155,punching,stanzen
22739,155,authenticated,beglaubigt
22740,155,licensing,lizenzierung
22741,155,frolicsome,ausgelassenheit
22742,155,appeareth,erscheint
22743,155,unloaded,ungeladen
22744,155,nonsignatory,nichtunterzeichner
22745,155,unbeliever,ungläubiger
22746,155,groat,grob
22747,155,frogman,froschmann
22748,155,rectangle,rechteck
22749,155,idling,leerlauf
22750,155,expectantly,erwartungsvoll
22751,155,affiliated,angegliedert
22752,155,impurity,unreinheit
22753,155,heaves,hebt
22754,155,mustaches,schnurrbärte
22755,155,cowslip,kuhschelle
22756,155,inwhich,inwieweit
22757,155,maggot,maden
22758,155,chunks,brocken
22759,155,hanger,kleiderbügel
22760,155,voiture,möbel
22761,155,booms,ausleger
22762,155,manslaughter,totschlag
22763,155,canning,konserven
22764,155,sunburned,sonnenverbrannt
22765,155,publishes,publiziert
22766,155,gunshot,schuss
22767,155,gayer,schwuler
22768,155,attica,attika
22769,155,petulantly,launisch
22770,155,requisites,requisiten
22771,155,misadventure,missgeschick
22772,155,engender,hervorrufen
22773,155,insurrections,aufstände
22774,154,conservatives,konservativen
22775,154,emphasizing,hervorhebung
22776,154,disproved,widerlegt
22777,154,hovers,schwebt
22778,154,possess'd,besessen
22779,154,jacobite,jakobitisch
22780,154,baldness,kahlheit
22781,154,repressing,verdrängen
22782,154,platitudes,plattitüden
22783,154,pelvis,becken
22784,154,examiners,prüfungen
22785,154,thing's,ding ist
22786,154,deuteronomy,deuteronomium
22787,154,think'st,denken'st
22788,154,sesame,sesam
22789,154,servitor,diener
22790,154,imitators,nachahmer
22791,154,walk'd,gingen
22792,154,grenadiers,grenadiere
22793,154,penitential,bußgeld
22794,154,seedy,schäbig
22795,154,curtailed,verkürzt
22796,154,easing,erleichterung
22797,154,acetylene,acetylen
22798,154,grudged,neidisch
22799,154,pawing,betatschen
22800,154,tribulations,drangsale
22801,154,crooning,krächzend
22802,154,corks,korken
22803,154,pulsing,pulsierend
22804,154,congregate,versammeln
22805,154,perverseness,perversität
22806,154,ascribes,zuschreibt
22807,154,antelopes,antilopen
22808,154,jungles,dschungel
22809,154,fresco,fresko
22810,154,counterbalance,gegengewicht
22811,154,amicably,freundschaftlich
22812,154,priming,grundierung
22813,154,cavaliere,kavalier
22814,154,autonomy,autonomie
22815,154,catalan,katalanisch
22816,154,climber,kletterer
22817,154,adepts,adepten
22818,154,levelling,nivellierung
22819,154,daft,dumm
22820,154,coughs,hustet
22821,154,ganymede,ganymed
22822,154,cowperwood's,cowperwoods
22823,154,pouches,beutel
22824,154,inseparably,untrennbar
22825,154,irresolution,unentschlossenheit
22826,154,disposes,verfügt über
22827,154,midwinter's,mittwintersonne
22828,154,warship,kriegsschiff
22829,153,outpost,außenposten
22830,153,seamanship,seemannschaft
22831,153,shearers,schafscherer
22832,153,parlors,salons
22833,153,arcadians,arkadier
22834,153,buffeted,buffet
22835,153,propound,vorschlagen
22836,153,reach'd,erreicht
22837,153,subway,u-bahn
22838,153,cartilaginous,knorpelig
22839,153,tether,fesselung
22840,153,unselfishness,uneigennützigkeit
22841,153,awareness,bewusstsein
22842,153,interaction,interaktion
22843,153,whey,molke
22844,153,shekel,schekel
22845,153,punctilious,pünktlich
22846,153,foils,folien
22847,153,stiffening,versteifung
22848,153,diametrically,diametral
22849,153,assenting,zustimmend
22850,153,oung,junge
22851,153,lymphatic,lymphatisch
22852,153,debility,schwäche
22853,153,dyestuffs,farbstoffe
22854,153,glimpsed,erschaut
22855,153,acropolis,akropolis
22856,153,therefor,dafür
22857,153,upbraiding,schimpfend
22858,153,craggs,zerklüftet
22859,153,cons,nachteile
22860,153,contrariwise,im gegensatz dazu
22861,153,workroom,arbeitsraum
22862,153,strychnine,strychnin
22863,153,rhetorician,rhetoriker
22864,153,spirituous,spirituosen
22865,153,shamefaced,schandmaul
22866,153,c'tait,c'tait
22867,153,bauble,kugel
22868,153,darwinian,darwinistisch
22869,153,dependencies,abhängigkeiten
22870,153,dries,trocknet
22871,153,daemon,dämon
22872,153,adulterated,verfälscht
22873,153,overturning,umkippen
22874,153,boating,bootfahren
22875,153,lug,schleppen
22876,153,emigrate,auswandern
22877,153,dictatorship,diktatur
22878,153,guilders,gulden
22879,153,smartest,klügste
22880,153,elliptical,elliptisch
22881,153,grindstone,schleifstein
22882,153,elysian,elysisch
22883,153,rideth,reitet
22884,153,homespun,hausgemachte
22885,153,participating,teilnehmend
22886,153,recompensed,belohnt
22887,153,felling,fällen
22888,153,unbuttoned,aufgeknöpft
22889,153,citing,zitiert
22890,153,gibe,stichelei
22891,153,signalized,signalisiert
22892,153,tormentors,quälgeister
22893,153,whisk,schneebesen
22894,153,unjustifiable,ungerechtfertigt
22895,153,berths,liegeplätze
22896,153,crusader,kreuzfahrer
22897,153,counterpoise,gegengewicht
22898,153,deliberating,beratend
22899,153,navies,flotten
22900,153,pincers,zangen
22901,153,disowned,verleugnet
22902,153,teas,tees
22903,153,swivel,schwenken
22904,152,absorbs,absorbiert
22905,152,pruning,beschneiden
22906,152,grips,ergreift
22907,152,deaden,betäuben
22908,152,incendiary,brandstiftung
22909,152,ussians,ussianer
22910,152,netic,netisch
22911,152,colloquially,umgangssprachlich
22912,152,cupola,kuppel
22913,152,scythians,skythen
22914,152,dispassionate,leidenschaftslos
22915,152,thereabout,darüber hinaus
22916,152,prolonging,verlängern
22917,152,tarantula,vogelspinne
22918,152,treet,baum
22919,152,transversely,transversal
22920,152,carmine,karmin
22921,152,unsought,ungefragt
22922,152,improvident,unvorsichtig
22923,152,perishes,vergeht
22924,152,coppers,kupfern
22925,152,cruciferous,kreuzblütler
22926,152,aeronauts,aeronauten
22927,152,disfigure,verunstalten
22928,152,rivets,nieten
22929,152,qualifying,qualifizieren
22930,152,staggers,taumelt
22931,152,squinting,schielend
22932,152,grandmother's,großmutter's
22933,152,sapphires,saphire
22934,152,reconnaissance,aufklärung
22935,152,oat,hafer
22936,152,tumbles,stolpert
22937,152,rummaged,durchstöbert
22938,152,marauding,marodierend
22939,152,jusqu'à,bis hin zu
22940,152,emergence,auftauchen
22941,152,knighted,zum ritter geschlagen
22942,152,revelled,schwelgte
22943,152,uncongenial,unkonventionell
22944,152,harmlessly,harmlos
22945,152,silliness,dummheit
22946,152,première,erstmals
22947,152,wile,witzig
22948,152,collisions,kollisionen
22949,152,picturesqueness,bildhaftigkeit
22950,152,mutilation,verstümmelung
22951,152,decorating,dekorieren
22952,152,options,optionen
22953,152,ices,eis
22954,152,obtrusive,aufdringlich
22955,152,munificent,freigiebig
22956,152,snubbed,brüskiert
22957,152,abbreviations,abkürzungen
22958,152,forwarding,weiterleitung
22959,152,commending,lobend
22960,152,grossest,gröbste
22961,152,grudgingly,zähneknirschend
22962,152,jousts,tanzt
22963,152,confers,vergibt
22964,152,demagogue,demagoge
22965,152,votary,verehrer
22966,152,climatic,klima
22967,152,lamely,lahm
22968,152,dastard,verräter
22969,152,gurgle,gurgeln
22970,152,ocher,ocker
22971,152,sucks,ätzend
22972,151,cuttings,schnitte
22973,151,ingots,barren
22974,151,pauperism,verarmung
22975,151,hoods,hauben
22976,151,distempered,unzufrieden
22977,151,mouthfuls,mundvoll
22978,151,petitioned,bittet
22979,151,more'n,mehr'n
22980,151,slut,schlampe
22981,151,barricaded,verbarrikadiert
22982,151,tactful,taktvoll
22983,151,transmuted,umgewandelt
22984,151,‘is,'ist
22985,151,wielding,schwingt
22986,151,‘he,'er
22987,151,margrave,markgraf
22988,151,scuttled,versenkt
22989,151,flycatcher,fliegenfänger
22990,151,midland,mittelland
22991,151,bivouac,biwak
22992,151,semiarid,semiaride
22993,151,funded,finanziert
22994,151,reverberated,nachhallend
22995,151,reputations,rufe
22996,151,thralls,sklaven
22997,151,transcript,abschrift
22998,151,flashlight,blitzlicht
22999,151,choruses,chöre
23000,151,fertilization,befruchtung
23001,151,pitfalls,fallstricke
23002,151,unlovely,unschön
23003,151,badges,abzeichen
23004,151,armistice,waffenstillstand
23005,151,pigments,pigmente
23006,151,semen,sperma
23007,151,checkered,schachbrettartig
23008,151,quaked,bebte
23009,151,vexing,lästig
23010,151,youth's,der jugend
23011,151,prayeth,betet
23012,151,tenders,bietet an
23013,151,romp,tummeln
23014,151,imperialists,imperialisten
23015,151,unhallowed,unheilig
23016,151,condenser,kondensator
23017,151,roundness,rundheit
23018,151,tingled,prickelnd
23019,151,giraffes,giraffen
23020,151,plummet,sturzflug
23021,151,taciturnity,wortkargheit
23022,151,geniality,genialität
23023,151,geranium,geranie
23024,151,riseth,erhebt sich
23025,151,dictionaries,wörterbücher
23026,151,givest,schenkt
23027,151,conspiring,konspirativ
23028,151,buccaneer,seeräuber
23029,151,apoplectic,apoplektisch
23030,151,demolition,abriss
23031,151,despoil,verderben
23032,151,aloofness,unnahbarkeit
23033,151,emolument,bezüge
23034,151,decreases,nimmt ab
23035,151,bladed,klingen
23036,151,dictating,diktieren
23037,151,vipers,vipern
23038,151,aggressively,aggressiv
23039,150,pineapple,ananas
23040,150,hisown,seine eigene
23041,150,funniest,lustigste
23042,150,babbled,geplappert
23043,150,whetted,geschliffen
23044,150,wellknown,wohlbekannt
23045,150,electronicworks,elektronisches werk
23046,150,metaphorically,metaphorisch
23047,150,brawn,sülze
23048,150,ingress,eindringen
23049,150,apparelled,bekleidet
23050,150,jolted,gerüttelt
23051,150,backwoods,hinterwälder
23052,150,whisperings,flüstern
23053,150,equations,gleichungen
23054,150,bismuth,bismut
23055,150,scurried,huschte
23056,150,deceptions,täuschungen
23057,150,nutritious,nahrhaft
23058,150,lather,schaum
23059,150,chrome,chrom
23060,150,vents,öffnungen
23061,150,statesmanship,mehr als
23062,150,bromide,bromid
23063,150,hindmost,hinterste
23064,150,rustics,rustikale
23065,150,celebrates,feiert
23066,150,substantive,substantiell
23067,150,palliate,beschönigen
23068,150,craned,gekröpft
23069,150,thinness,dünn
23070,150,hungarians,ungarische
23071,150,foulness,verdorbenheit
23072,150,befitted,geeignet
23073,150,slackening,erlahmen
23074,150,promptings,soufflieren
23075,150,soured,gesäuert
23076,150,lagoons,lagunen
23077,150,pensions,renten
23078,150,longevity,langlebigkeit
23079,150,canny,schlau
23080,150,precinct,bezirk
23081,150,wanteth,willeth
23082,150,waterfalls,wasserfälle
23083,150,revenges,rächt sich
23084,150,bettered,gebessert
23085,150,gamut,spielraum
23086,150,dispossessed,enteignet
23087,150,leaflets,flugblätter
23088,150,quizzical,neugierig
23089,150,hobbling,humpelnd
23090,150,tinkled,geklingelt
23091,150,flail,dreschflegel
23092,150,unmercifully,unbarmherzig
23093,150,graciousness,gnädig
23094,150,jackals,schakale
23095,150,jumbled,durcheinander
23096,150,bureaus,ämter
23097,150,wondrously,wundersam
23098,150,laundress,wäscherin
23099,150,rectified,rektifiziert
23100,150,topaz,topas
23101,149,intimidated,eingeschüchtert
23102,149,croatian,kroatisch
23103,149,concocted,zusammengebraut
23104,149,reader's,leser
23105,149,fantasies,phantasien
23106,149,reacted,reagierte
23107,149,maister,meister
23108,149,fearlessness,unerschrockenheit
23109,149,restorative,wiederherstellen
23110,149,perspectives,perspektiven
23111,149,gambled,gezockt
23112,149,ministrations,dienerschaft
23113,149,anatomist,anatom
23114,149,amelioration,verbesserung
23115,149,receptions,empfänge
23116,149,solicitors,rechtsanwälte
23117,149,rhyming,reim
23118,149,porches,vorhallen
23119,149,despots,despoten
23120,149,opprobrious,schändlich
23121,149,gratuitously,unentgeltlich
23122,149,jurymen,geschworene
23123,149,contours,konturen
23124,149,footprint,fußabdruck
23125,149,armoury,waffenkammer
23126,149,incontestable,unanfechtbar
23127,149,disconsolately,untröstlich
23128,149,causeless,grundlos
23129,149,tripe,kutteln
23130,149,tiniest,winzigste
23131,149,extirpate,extirpieren
23132,149,inspirations,inspirationen
23133,149,forgeries,fälschungen
23134,149,homologous,homologe
23135,149,garnet,granat
23136,149,loveless,lieblos
23137,149,colonization,kolonisierung
23138,149,inalienable,unveräußerlich
23139,149,townships,gemeinden
23140,149,slanderous,verleumderisch
23141,149,censorious,tadelnd
23142,149,sympathizing,sympathisierend
23143,149,compressing,komprimieren
23144,149,swum,schwimmen
23145,149,impostors,hochstapler
23146,149,rummaging,stöbern
23147,149,doffed,abgeworfen
23148,149,mephist,mephisto
23149,149,unbending,unbeugsam
23150,149,convene,versammeln
23151,149,whelps,welpen
23152,149,tippet,pelerine
23153,149,somali,somalische
23154,149,blare,schmettern
23155,149,ephemerides,ephemeriden
23156,149,tendon,sehne
23157,149,debut,debüt
23158,149,restores,stellt  wieder her
23159,149,clues,hinweise
23160,149,powered,angetrieben
23161,149,exhale,ausatmen
23162,149,dolt,tölpel
23163,149,lightening,erleichterung
23164,149,tasteful,geschmackvoll
23165,149,selenites,selenit
23166,149,hankering,sehnsucht
23167,148,clenching,krampfhaft
23168,148,subsiding,nachlassend
23169,148,encumbrance,belastet
23170,148,flog,peitschen
23171,148,disagreed,nicht zugestimmt
23172,148,skewton,schrägstrich
23173,148,adolescence,adoleszenz
23174,148,paschal,österlich
23175,148,tomake,machen
23176,148,hastens,eilt
23177,148,twaddle,schwätzer
23178,148,senatorial,senatorisch
23179,148,mashed,püriert
23180,148,strident,schrill
23181,148,gurgled,gurgelte
23182,148,rewarding,belohnen
23183,148,infringe,verletzen
23184,148,springy,federnd
23185,148,phonetic,phonetisch
23186,148,invertebrates,wirbellose
23187,148,demur,.
23188,148,descoings,abstriche
23189,148,harmoniously,harmonisch
23190,148,niches,nischen
23191,148,ferryman,fährmann
23192,148,rottenness,fäulnis
23193,148,severer,strenger
23194,148,voyager,reisende
23195,148,achaean,achäisch
23196,148,sheweth,zeigt
23197,148,classroom,klassenzimmer
23198,148,outfits,ausstattung
23199,148,liabilities,verbindlichkeiten
23200,148,aggravation,verschlimmerung
23201,148,shattering,zertrümmern
23202,148,‘to,'bis
23203,148,exhalation,ausatmen
23204,148,peeps,späht
23205,148,modeled,modelliert
23206,148,crossroads,kreuzung
